RMSE,Method,Phantom,Seed,Nt,Dd,bins
0.1392271729798687,L2DₓB,Single Channel,8000,500,30,40
0.14246725958686635,L0x₀B,Single Channel,8000,500,30,40
0.14246720390080078,L1x₀B,Single Channel,8000,500,30,40
0.1424659049338886,L2x₀B,Single Channel,8000,500,30,40
0.1261460444489567,L0x₀DₓB,Single Channel,8000,500,30,40
0.12934445169936548,L1x₀DₓB,Single Channel,8000,500,30,40
0.14175639345055566,L2x₀DₓB,Single Channel,8000,500,30,40
0.1349733854923798,L0B,Single Channel,9000,500,30,40
0.13482072183706506,L1B,Single Channel,9000,500,30,40
0.13490819152744585,L2B,Single Channel,9000,500,30,40
0.10290657122258795,L0DₓB,Single Channel,9000,500,30,40
0.1352832444643224,L1DₓB,Single Channel,9000,500,30,40
0.13537007462611372,L2DₓB,Single Channel,9000,500,30,40
0.14085898727970073,L0x₀B,Single Channel,9000,500,30,40
0.14636847120086058,L1x₀B,Single Channel,9000,500,30,40
0.1463683481395359,L2x₀B,Single Channel,9000,500,30,40
0.1216689829752637,L0x₀DₓB,Single Channel,9000,500,30,40
0.1309122265925713,L1x₀DₓB,Single Channel,9000,500,30,40
0.14629696244618776,L2x₀DₓB,Single Channel,9000,500,30,40
0.6156163595648219,L0B,Single Channel,10000,500,30,40
0.6247234302368034,L1B,Single Channel,10000,500,30,40
0.6140542459794891,L2B,Single Channel,10000,500,30,40
0.35712720832002975,L0DₓB,Single Channel,10000,500,30,40
0.32280111923103627,L1DₓB,Single Channel,10000,500,30,40
0.35927623951747434,L2DₓB,Single Channel,10000,500,30,40
0.6156081787502877,L0x₀B,Single Channel,10000,500,30,40
0.13264861620606558,L1x₀B,Single Channel,10000,500,30,40
0.13264729735326508,L2x₀B,Single Channel,10000,500,30,40
0.35712743945759584,L0x₀DₓB,Single Channel,10000,500,30,40
0.09999890982432248,L1x₀DₓB,Single Channel,10000,500,30,40
0.12973535908803652,L2x₀DₓB,Single Channel,10000,500,30,40
0.12413865732174786,L0B,Single Channel,1000,500,30,50
0.12427622898463732,L1B,Single Channel,1000,500,30,50
0.12441593983362818,L2B,Single Channel,1000,500,30,50
0.11641575927989652,L0DₓB,Single Channel,1000,500,30,50
0.11449332750810236,L1DₓB,Single Channel,1000,500,30,50
0.11534299452714965,L2DₓB,Single Channel,1000,500,30,50
0.12363183042123226,L0x₀B,Single Channel,1000,500,30,50
0.12870331517560718,L1x₀B,Single Channel,1000,500,30,50
0.12870156151672407,L2x₀B,Single Channel,1000,500,30,50
0.1157575004097052,L0x₀DₓB,Single Channel,1000,500,30,50
0.11711096465525879,L1x₀DₓB,Single Channel,1000,500,30,50
0.11894691973660874,L2x₀DₓB,Single Channel,1000,500,30,50
0.1470888635437347,L0B,Single Channel,2000,500,30,50
0.14740934484370907,L1B,Single Channel,2000,500,30,50
0.14674964919394937,L2B,Single Channel,2000,500,30,50
0.09366392625140843,L0DₓB,Single Channel,2000,500,30,50
0.1650379686259438,L1DₓB,Single Channel,2000,500,30,50
0.17410729026709038,L2DₓB,Single Channel,2000,500,30,50
0.1426360785340178,L0x₀B,Single Channel,2000,500,30,50
0.12237937280787971,L1x₀B,Single Channel,2000,500,30,50
0.12237673506695868,L2x₀B,Single Channel,2000,500,30,50
0.08464439084299549,L0x₀DₓB,Single Channel,2000,500,30,50
0.10672383738870794,L1x₀DₓB,Single Channel,2000,500,30,50
0.11566140329537257,L2x₀DₓB,Single Channel,2000,500,30,50
0.12368271567603575,L0B,Single Channel,3000,500,30,50
0.12365117121912933,L1B,Single Channel,3000,500,30,50
0.12380201110389105,L2B,Single Channel,3000,500,30,50
0.09684603558058093,L0DₓB,Single Channel,3000,500,30,50
0.10214809991671228,L1DₓB,Single Channel,3000,500,30,50
